,index_id,clarity,color,cut,price,city,carat
57,c837649cce43f2729138e72cc315207057ac82599a59be72765a477f22d14a54,I1,E,Ideal,495,Tel Aviv,0.3
58,6208ef0f7750c111548cf90b6ea1d0d0a66f6bff40dbef07cb45ec436263c7d6,VS1,H,Premium,1221,New York City,0.47
59,3e1e967e9b793e908f8eae83c74dba9bcccce6a5535b4b462bd9994537bfe15c,VS1,H,Ideal,13839,Surat,1.59
60,39fa9ec190eee7b6f4dff1100d6343e10918d044c75eac8f9e9a2596173f80c9,SI1,G,Good,5113,Dubai,1.01
61,d029fa3a95e174a19934857f535eb9427d967218a36ea014b70ad704bc6c8d1c,SI1,H,Ideal,628,Kimberly,0.34
62,81b8a03f97e8787c53fe1a86bda042b6f0de9b0ec9c09357e107c99ba4d6948a,VVS2,E,Ideal,816,Zurich,0.31
63,da4ea2a5506f2693eae190d9360a1f31793c98a1adade51d93533a6f520ace1c,VS2,G,Ideal,3434,Kimberly,0.74
64,a68b412c4282555f15546cf6e1fc42893b7e07f271557ceb021821098dd66c1b,VS2,F,Ideal,854,Surat,0.33
65,108c995b953c8a35561103e2014cf828eb654a99e310f87fab94c2f4b7d2a04f,VS2,I,Ideal,5455,London,1.08
66,3ada92f28b4ceda38562ebf047c6ff05400d4c572352a1142eedfef67d21e662,SI1,G,Ideal,2898,Dubai,0.79
67,49d180ecf56132819571bf39d9b7b342522a2ac6d23c1418d3338251bfe469c8,VVS2,H,Ideal,776,Madrid,0.3
68,a21855da08cb102d1d217c53dc5824a3a795c1c1a44e971bf01ab9da3a2acbbf,VVS2,I,Ideal,7887,Zurich,1.33
69,c75cb66ae28d8ebc6eded002c28a8ba0d06d3a78c6b5cbf9b2ade051f0775ac4,SI1,H,Very Good,1008,Kimberly,0.51
70,ff5a1ae012afa5d4c889c50ad427aaf545d31a4fac04ffc1c4d03d403ba4250a,SI2,D,Ideal,1342,Surat,0.58
71,7f2253d7e228b22a08bda1f09c516f6fead81df6536eb02fa991a34bb38d9be8,VS2,H,Ideal,7623,Tel Aviv,1.22
72,8722616204217eddb39e7df969e0698aed8e599ba62ed2de1ce49b03ade0fede,VS2,H,Good,2440,London,0.78
73,96061e92f58e4bdcdee73df36183fe3ac64747c81c26f6c83aada8d2aabb1864,VS1,I,Ideal,11152,Surat,1.62
74,eb624dbe56eb6620ae62080c10a273cab73ae8eca98ab17b731446a31c79393a,VS2,G,Ideal,14456,Antwerp,1.65
75,f369cb89fc627e668987007d121ed1eacdc01db9e28f8bb26f358b7d8c4f08ac,VS1,F,Very Good,1975,New York City,0.55
76,f74efabef12ea619e30b79bddef89cffa9dda494761681ca862cff2871a85980,SI1,E,Ideal,9801,Dubai,1.64
77,a88a7902cb4ef697ba0b6759c50e8c10297ff58f942243de19b984841bfe1f73,VS2,E,Premium,658,New York City,0.3
78,349c41201b62db851192665c504b350ff98c6b45fb62a8a2161f78b6534d8de9,VS2,D,Ideal,1076,Paris,0.41
79,98a3ab7c340e8a033e7b37b6ef9428751581760af67bbab2b9e05d4964a8874a,VVS2,D,Premium,752,Antwerp,0.3
80,48449a14a4ff7d79bb7a1b6f3d488eba397c36ef25634c111b49baf362511afc,VS2,G,Premium,6121,Surat,1.1
81,5316ca1c5ddca8e6ceccfce58f3b8540e540ee22f6180fb89492904051b3d531,SI1,I,Ideal,4401,Paris,1.03
82,a46e37632fa6ca51a13fe39a567b3c23b28c2f47d8af6be9bd63e030e214ba38,VS2,J,Fair,416,Tel Aviv,0.3
83,bbb965ab0c80d6538cf2184babad2a564a010376712012bd07b0af92dcd3097d,SI1,I,Premium,4227,New York City,1.02
84,44c8031cb036a7350d8b9b8603af662a4b9cdbd2f96e8d5de5af435c9c35da69,VS2,E,Premium,1915,London,0.56
85,b4944c6ff08dc6f43da2e9c824669b7d927dd1fa976fadc7b456881f51bf5ccc,VS1,F,Very Good,14976,Antwerp,1.51
86,434c9b5ae514646bbd91b50032ca579efec8f22bf0b4aac12e65997c418e0dd6,SI1,I,Premium,4536,Surat,1.13
87,bdd2d3af3a5a1213497d4f1f7bfcda898274fe9cb5401bbc0190885664708fc2,SI1,I,Ideal,589,Paris,0.34
88,8b940be7fb78aaa6b6567dd7a3987996947460df1c668e698eb92ca77e425349,SI2,H,Premium,4157,Luxembourg,1.16
89,cd70bea023f752a0564abb6ed08d42c1440f2e33e29914e55e0be1595e24f45a,VS2,F,Very Good,752,Kimberly,0.38
90,69f59c273b6e669ac32a6dd5e1b2cb63333d8b004f9696447aee2d422ce63763,SI1,G,Premium,5105,Antwerp,1.03
91,1da51b8d8ff98f6a48f80ae79fe3ca6c26e1abb7b7d125259255d6d2b875ea08,SI2,E,Very Good,3715,Amsterdam,0.9
92,8241649609f88ccd2a0a5b233a07a538ec313ff6adf695aa44a969dbca39f67d,SI1,D,Very Good,1415,Las Vegas,0.5
93,6e4001871c0cf27c7634ef1dc478408f642410fd3a444e2a88e301f5c4a35a4d,SI1,F,Ideal,499,Tel Aviv,0.3
94,e3d6c4d4599e00882384ca981ee287ed961fa5f3828e2adb5e9ea890ab0d0525,VS1,D,Ideal,2787,Zurich,0.64
95,ad48ff99415b2f007dc35b7eb553fd1eb35ebfa2f2f308acd9488eeb86f71fa8,SI2,F,Fair,2996,Surat,0.91
96,7b1a278f5abe8e9da907fc9c29dfd432d60dc76e17b0fabab659d2a508bc65c4,VVS1,G,Premium,10485,Luxembourg,1.24
97,d6d824abba4afde81129c71dea75b8100e96338da5f416d2f69088f1960cb091,SI2,I,Ideal,16329,Madrid,2.3
98,29db0c6782dbd5000559ef4d9e953e300e2b479eed26d887ef3f92b921c06a67,VS1,E,Ideal,603,Kimberly,0.27
99,8c1f1046219ddd216a023f792356ddf127fce372a72ec9b4cdac989ee5b0b455,VVS2,J,Premium,3864,Antwerp,1.0
100,ad57366865126e55649ecb23ae1d48887544976efea46a48eb5d85a6eeb4d306,VS2,G,Ideal,2443,Kimberly,0.71
101,16dc368a89b428b2485484313ba67a3912ca03f2b2b42429174a4f8b3dc84e44,SI1,E,Premium,810,Kimberly,0.36
102,37834f2f25762f23e1f74a531cbe445db73d6765ebe60878a7dfbecd7d4af6e1,SI2,D,Ideal,593,Surat,0.31
103,454f63ac30c8322997ef025edff6abd23e0dbe7b8a3d5126a894e4a168c1b59b,SI1,H,Ideal,3988,Antwerp,0.93
104,5ef6fdf32513aa7cd11f72beccf132b9224d33f271471fff402742887a171edf,VS2,D,Good,652,London,0.33
105,1253e9373e781b7500266caa55150e08e210bc8cd8cc70d89985e3600155e860,SI2,G,Premium,9664,Surat,1.77
106,482d9673cfee5de391f97fde4d1c84f9f8d6f2cf0784fcffb958b4032de7236c,SI2,E,Ideal,5223,Tel Aviv,1.06
107,3346f2bbf6c34bd2dbe28bd1bb657d0e9c37392a1d5ec9929e6a5df4763ddc2d,SI2,G,Ideal,5226,New York City,1.21
108,9537f32ec7599e1ae953af6c9f929fe747ff9dadf79a9beff1f304c550173011,VVS1,E,Ideal,826,Kimberly,0.3
109,0fd42b3f73c448b34940b339f87d07adf116b05c0227aad72e8f0ee90533e699,VS2,I,Ideal,6401,Surat,1.27
110,9bdb2af6799204a299c603994b8e400e4b1fd625efdb74066cc869fee42c9df3,SI2,D,Very Good,4168,Amsterdam,0.92
111,f6e0a1e2ac41945a9aa7ff8a8aaa0cebc12a3bcc981a929ad5cf810a090e11ae,VS1,I,Ideal,489,Madrid,0.31
112,b1556dea32e9d0cdbfed038fd7787275775ea40939c146a64e205bcb349ad02f,VS2,H,Good,18561,Zurich,2.01
113,6c658ee83fb7e812482494f3e416a876f63f418a0b8a1f5e76d47ee4177035cb,VS1,G,Ideal,14674,Surat,1.51
114,9f1f9dce319c4700ef28ec8c53bd3cc8e6abe64c68385479ab89215806a5bdd6,VS2,G,Very Good,18358,Luxembourg,1.83
115,28dae7c8bde2f3ca608f86d0e16a214dee74c74bee011cdfdd46bc04b655bc14,VS1,F,Premium,933,Madrid,0.38
116,e5b861a6d8a966dfca7e7341cd3eb6be9901688d547a72ebed0b1f5e14f3d08d,VVS2,F,Premium,445,Antwerp,0.23
117,2ac878b0e2180616993b4b6aa71e61166fdc86c28d47e359d0ee537eb11d46d3,SI1,I,Ideal,3610,Surat,0.92
118,85daaf6f7055cd5736287faed9603d712920092c4f8fd0097ec3b650bf27530e,SI1,D,Premium,12069,Antwerp,1.5
119,3038bfb575bee6a0e61945eff8784835bb2c720634e42734678c083994b7f018,VS1,G,Very Good,645,Madrid,0.32
120,2abaca4911e68fa9bfbf3482ee797fd5b9045b841fdff7253557c5fe15de6477,SI2,F,Ideal,4372,New York City,1.0
121,89aa1e580023722db67646e8149eb246c748e180e34a1cf679ab0b41a416d904,VVS1,F,Very Good,779,Kimberly,0.31
122,1be00341082e25c4e251ca6713e767f7131a2823b0052caf9c9b006ec512f6cb,SI2,F,Good,1350,Paris,0.52
123,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,SI2,H,Ideal,14998,Paris,2.01
124,6affdae3b3c1aa6aa7689e9b6a7b3225a636aa1ac0025f490cca1285ceaf1487,VVS2,G,Ideal,565,Surat,0.31
125,0f8ef3377b30fc47f96b48247f463a726a802f62f3faa03d56403751d2f66c67,SI1,J,Very Good,2086,Las Vegas,0.77
126,65a699905c02619370bcf9207f5a477c3d67130ca71ec6f750e07fe8d510b084,SI2,H,Very Good,4537,London,1.13
127,922c7954216ccfe7a61def609305ce1dc7c67e225f873f256d30d7a8ee4f404c,SI1,D,Ideal,589,New York City,0.32
128,2747b7c718564ba5f066f0523b03e17f6a496b06851333d2d59ab6d863225848,SI1,E,Premium,16957,Paris,2.07
129,6566230e3a3ce3774c1bbc7c18b590ae0f457bbcd511e90e3e7dca2a02e7addc,VS2,G,Premium,2443,Kimberly,0.71
130,38d66d9692ac590000a91b03a88da1c88d51fab2b78f63171f553ecc551a0c6f,VS2,F,Ideal,7275,Kimberly,1.11
131,eeca91fd439b6d5e827e8fda7fee35046f2def93508637483f6be8a2df7a4392,SI2,F,Premium,4541,Surat,1.02
132,dbb1ded63bc70732626c5dfe6c7f50ced3d560e970f30b15335ac290358748f6,VS2,H,Ideal,11636,London,1.56
133,d2f483672c0239f6d7dd3c9ecee6deacbcd59185855625902a8b1c1a3bd67440,VS2,I,Very Good,457,Amsterdam,0.34
134,5d389f5e2e34c6b0bad96581c22cee0be36dcf627cd73af4d4cccacd9ef40cc3,SI2,G,Premium,3215,Amsterdam,0.96
135,13671077b66a29874a2578b5240319092ef2a1043228e433e9b006b5e53e7513,VS2,D,Premium,942,New York City,0.31
136,36ebe205bcdfc499a25e6923f4450fa8d48196ceb4fa0ce077d9d8ec4a36926d,VS1,G,Very Good,2060,Las Vegas,0.64
137,d80eae6e96d148b3b2abbbc6760077b66c4ea071f847dab573d507a32c4d99a5,VVS1,F,Premium,7882,Kimberly,1.01
138,d6a4031733610bb080d0bfa794fcc9dbdcff74834aeaab7c6b927e21e9754037,VVS2,H,Ideal,706,Antwerp,0.35
139,8d27ba37c5d810106b55f3fd6cdb35842007e88754184bfc0e6035f9bcede633,SI2,F,Premium,2373,Kimberly,0.7
140,dbae772db29058a88f9bd830e957c695347c41b6162a7eb9a9ea13def34be56b,VS1,H,Ideal,675,London,0.3
141,2c7d5490e6050836f8f2f0d496b1c8d6a38d4ffac2b898e6e77751bdcd20ebf5,VVS1,H,Ideal,3137,Antwerp,0.71
142,d4ee9f58e5860574ca98e3b4839391e7a356328d4bd6afecefc2381df5f5b41b,IF,G,Ideal,871,Dubai,0.31
143,d6f0c71ef0c88e45e4b3a2118fcb83b0def392d759c901e9d755d0e879028727,I1,E,Ideal,9072,Kimberly,2.25
144,5ec1a0c99d428601ce42b407ae9c675e0836a8ba591c8ca6e2a2cf5563d97ff0,SI1,I,Premium,5088,Las Vegas,1.18
145,be47addbcb8f60566a3d7fd5a36f8195798e2848b368195d9a5d20e007c59a0c,SI2,G,Very Good,6409,Tel Aviv,1.22
146,0a5b046d07f6f971b7776de682f57c5b9cdc8fa060db7ef59de82e721c8098f4,VS2,G,Ideal,12830,Surat,1.72
147,1d28c120568c10e19b9d8abe8b66d0983fa3d2e11ee7751aca50f83c6f4a43aa,SI2,F,Ideal,18394,Las Vegas,2.01
148,ec2e990b934dde55cb87300629cedfc21b15cd28bbcf77d8bbdc55359d7689da,SI1,G,Premium,5581,Surat,1.03
149,05ada863a4cf9660fd8c68e2295f1d35b2264815f5b605003d6625bd9e0492cf,VS2,F,Ideal,2671,Madrid,0.7
150,9ae2bdd7beedc2e766c6b76585530e16925115707dc7a06ab5ee4aa2776b2c7b,SI1,E,Good,5379,Amsterdam,1.01
151,8e612bd1f5d132a339575b8dafb7842c64614e56bcf3d5ab65a0bc4b34329407,VS1,H,Fair,5242,Paris,1.0
152,043066daf2109523a7490d4bfad4766da5719950a2b5f96d192fc0537e84f32a,VVS2,F,Ideal,10487,Surat,1.1
153,620c9c332101a5bae955c66ae72268fbcd3972766179522c8deede6a249addb7,IF,D,Ideal,4208,Surat,0.59
154,1d0ebea552eb43d0b1e1561f6de8ae92e3de7f1abec52399244d1caed7dbdfa6,VS2,H,Very Good,608,Surat,0.3
155,210e3b160c355818509425b9d9e9fd3ea2e287f2c43a13e5be8817140db0b9e6,VS1,E,Ideal,1930,New York City,0.56
156,0fecf9247f3ddc84db8a804fa3065c013baf6b7c2458c2ba2bf56c2e1d42ddd4,SI1,F,Premium,3936,Amsterdam,0.9
157,c75de23d89df36ba921287616ee8edb4c986e328a78e033e57c1e5e2b59c838e,VS2,E,Very Good,1732,Madrid,0.57
158,7ed8f0f3b707956d9fb1e889e11153e0aa0a854983081d262fbe5eede32da7ca,SI2,D,Ideal,2328,Luxembourg,0.72
159,ff2ccb6ba423d356bd549ed4bfb76e96976a0dcde05a09996a1cdb9f83422ec4,SI1,H,Fair,3511,Kimberly,1.0
160,a512db2741cd20693e4b16f19891e72b9ff12cead72761fc5e92d2aaf34740c1,VVS1,G,Ideal,1043,Zurich,0.4
161,bb668ca95563216088b98a62557fa1e26802563f3919ac78ae30533bb9ed422c,SI2,I,Premium,4831,Amsterdam,1.22
162,79d6eaa2676189eb927f2e16a70091474078e2117c3fc607d35cdc6b591ef355,IF,G,Ideal,8955,Madrid,1.02
163,3d3286f7cd19074f04e514b0c6c237e757513fb32820698b790e1dec801d947a,VS2,H,Ideal,5625,New York City,1.08
164,3f9807cb9ae9fb6c30942af6139909d27753a5e03fe5a5c6e93b014f5b17366f,IF,G,Premium,1052,Kimberly,0.33
165,bc52dd634277c4a34a2d6210994a9a5e2ab6d33bb4a3a8963410e00ca6c15a02,VVS2,E,Very Good,1167,Amsterdam,0.42
166,e0f05da93a0f5a86a3be5fc0e301606513c9f7e59dac2357348aa0f2f47db984,SI1,F,Very Good,6597,Paris,1.36
167,73d3f1ba062585bce51f77d70a26be88c44b55d70f81b8bd7e2ded030ca4454a,VS1,F,Ideal,2088,London,0.58
168,80c3cd40fa35f9088b8741bd8be6153de05f661cfeeb4625ffbf5f4a6c3c02c4,SI1,G,Good,4964,London,1.02
169,f57e5cb1f4532c008183057ecc94283801fcb5afe2d1c190e3dfd38c4da08042,VS2,E,Good,6937,Paris,1.19
170,734d0759cdb4e0d0a35e4fd73749aee287e4fdcc8648b71a8d6ed591b7d4cb3f,SI2,D,Good,15394,Dubai,2.01
171,284de502c9847342318c17d474733ef468fbdbe252cddf6e4b4be0676706d9d0,SI2,F,Very Good,4915,Luxembourg,1.15
172,68519a9eca55c68c72658a2a1716aac3788c289859d46d6f5c3f14760fa37c9e,SI2,D,Premium,2853,Amsterdam,0.79
173,4a8596a7790b5ca9e067da401c018b3206befbcf95c38121854d1a0158e7678a,VS2,D,Premium,842,Amsterdam,0.32
174,41e521adf8ae7a0f419ee06e1d9fb794162369237b46f64bf5b2b9969b0bcd2e,VS2,F,Ideal,749,Tel Aviv,0.31
175,dac53c17c250fd4d4d81eaf6d88435676dac1f3f3896441e277af839bf50ed8a,VS1,F,Very Good,1813,Kimberly,0.54
176,cba28b89eb859497f544956d64cf2ecf29b76fe2ef7175b33ea59e64293a4461,VS2,D,Very Good,1627,Kimberly,0.5
177,8cd2510271575d8430c05368315a87b9c4784c7389a47496080c1e615a2a00b6,SI2,H,Very Good,11416,Surat,1.86
178,01d54579da446ae1e75cda808cd188438834fa6249b151269db0f9123c9ddc61,VS2,H,Very Good,5447,Paris,1.04
179,3068430da9e4b7a674184035643d9e19af3dc7483e31cc03b35f75268401df77,VS2,G,Ideal,10581,Las Vegas,1.41
180,7b69759630f869f2723875f873935fed29d2d12b10ef763c1c33b8e0004cb405,SI1,E,Ideal,499,Tel Aviv,0.3
181,580811fa95269f3ecd4f22d176e079d36093573680b6ef66fa341e687a15b5da,VS1,H,Ideal,610,Antwerp,0.33
182,bfa7634640c53da7cb5e9c39031128c4e583399f936896f27f999f1d58d7b37e,SI1,D,Ideal,6055,Zurich,1.06
183,b8aed072d29403ece56ae9641638ddd50d420f950bde0eefc092ee8879554141,SI2,I,Ideal,372,Kimberly,0.31
184,52f11620e397f867b7d9f19e48caeb64658356a6b5d17138c00dd9feaf5d7ad6,SI1,G,Good,3344,Antwerp,0.91
185,61a229bae1e90331edd986b6bbbe617f7035de88a5bf7c018c3add6c762a6e8d,SI1,J,Very Good,2083,Tel Aviv,0.75
186,2811745d7b8d8874f6e653d176cefdd19e05e920ce389b9b7e83e5b2dfa546c7,IF,F,Very Good,886,Surat,0.3
187,38b2d03f3256502b1e9db02b2d12aa27a46033ffe6d8c0ef0f2cf6b1530be9d8,VVS1,D,Ideal,1582,Luxembourg,0.41
188,d6061bbee6cf13bd73765faaea7cdd0af1323e4b125342ac346047f7c4bda1fc,SI2,H,Premium,3083,Surat,1.01
189,7045d16ae7f043ec25774a0a85d6f479e5bb019e9c5a1584bc76736d116b8f33,VVS1,G,Very Good,7657,Tel Aviv,1.02
190,2397346b45823e070f6fc72ac94c0a999d234c472479f0e26b30cdf5942db854,VS1,G,Ideal,527,Las Vegas,0.27
191,70260742c2952154c84e2ea9f68b1a7397f49b6d343da1ed284093c0bd72c742,SI1,F,Very Good,2196,Madrid,0.7
192,eb3be230bbd2844b1f5d8f2e4fab9ffba8ab22cfeeb69c4c1361993ba4f377b9,VS2,I,Ideal,9297,Surat,1.51
193,684fe39f03758de6a882ae61fa62312b67e5b1e665928cbf3dc3d8f4f53e3562,SI2,J,Ideal,13703,Madrid,2.22
194,7559ca4a957c8c82ba04781cd66a68d6022229fca0e8e88d8e487c96ee4446d0,VS2,G,Premium,1422,London,0.54
195,1dfacb2ea5a03e0a915999e03b5a56196f1b1664d2f768d1b7eff60ac059789d,SI2,D,Premium,5283,Amsterdam,1.23
196,b4bbe448fde336bb6a7d7d765f36d3327c772b845e7b54c8282aa08c9775ddd7,SI1,E,Good,3795,London,0.9
197,8bcbb4c131df56f7c79066016241cc4bdf4e58db55c4f674e88b22365bd2e2ad,SI1,F,Fair,2882,Madrid,0.88
198,a4e00d7e6aa82111575438c5e5d3e63269d4c475c718b2389f6d02932c47f8a6,SI2,G,Fair,2208,Paris,0.7
199,5a39cadd1b007093db50744797c7a04a34f73b35ed444704206705b02597d6fd,SI1,H,Premium,558,Zurich,0.31
200,27badc983df1780b60c2b3fa9d3a19a00e46aac798451f0febdca52920faaddf,SI2,G,Ideal,6371,Amsterdam,1.25
201,43974ed74066b207c30ffd0fed5146762e6c60745ac977004bc14507c7c42b50,SI2,G,Premium,4242,Tel Aviv,1.01
202,c17edaae86e4016a583e098582f6dbf3eccade8ef83747df9ba617ded9d31309,SI2,F,Very Good,506,Surat,0.3
203,4621c1d55fa4e86ce0dae4288302641baac86dd53f76227c892df9d300682d41,VS1,E,Very Good,487,London,0.28
204,fc56dbc6d4652b315b86b71c8d688c1ccdea9c5f1fd07763d2659fde2e2fc49a,SI2,F,Premium,1227,Kimberly,0.51
205,f8809aff4d69bece79dabe35be0c708b890d7eafb841f121330667b77d2e2590,VS2,I,Ideal,1232,Surat,0.52
